step,moves,tau,entropy,gini,drift
1,534,0.360135,1.111110,0.484446,0.321262
2,21,0.499503,0.927107,0.411115,0.203434
3,5,0.567463,0.796728,0.356352,0.137360
4,1,0.603570,0.717081,0.322789,0.095273
5,2,0.623867,0.672483,0.303705,0.069623
6,1,0.635922,0.638928,0.289241,0.053163
7,0,0.644297,0.622672,0.282268,0.041878
8,0,0.650020,0.608766,0.276353,0.032953
9,2,0.654438,0.598708,0.271877,0.026769
10,2,0.657569,0.589638,0.267981,0.022820
11,1,0.660111,0.583330,0.265310,0.018936
12,0,0.662197,0.576440,0.262241,0.015889
