step,moves,tau,entropy,gini,drift
1,341,0.374522,1.053747,0.462411,0.347723
2,64,0.502077,0.803369,0.361074,0.212342
3,28,0.555326,0.610739,0.278158,0.152528
4,35,0.588902,0.503885,0.230846,0.104354
5,24,0.610054,0.456425,0.209763,0.071626
6,21,0.623837,0.422981,0.195106,0.055643
7,20,0.633636,0.398606,0.184013,0.045297
8,35,0.640752,0.373039,0.172431,0.042051
9,15,0.647810,0.354957,0.164229,0.035188
10,13,0.653890,0.338981,0.157138,0.030691
11,19,0.658610,0.329302,0.152695,0.027382
12,19,0.663107,0.316255,0.146792,0.026641
13,16,0.667811,0.305889,0.141977,0.024770
14,16,0.671576,0.295842,0.137513,0.022964
15,11,0.675034,0.287231,0.133482,0.021204
16,9,0.678371,0.281368,0.130662,0.020173
