step,moves,tau,entropy,gini,drift
1,421,0.135807,0.841767,0.380077,0.275043
2,237,0.315554,0.580268,0.264832,0.215290
3,93,0.442533,0.453015,0.207801,0.159684
4,30,0.521637,0.404433,0.186195,0.113158
5,21,0.559256,0.363688,0.167798,0.090792
6,10,0.587767,0.337904,0.156235,0.073690
7,7,0.606911,0.321602,0.149080,0.057020
8,2,0.621859,0.312305,0.144550,0.050682
9,4,0.634949,0.298332,0.138190,0.043424
10,4,0.646279,0.284580,0.132338,0.036347
11,1,0.655469,0.282611,0.131345,0.032185
12,5,0.661989,0.270628,0.126270,0.030036
13,5,0.668822,0.262974,0.122542,0.028588
14,3,0.675017,0.253734,0.118284,0.026329
15,2,0.681504,0.242392,0.112841,0.021037
16,3,0.686476,0.236318,0.109964,0.019371
