step,moves,tau,entropy,gini,drift
1,70,0.482892,1.149019,0.500018,0.300724
2,16,0.576822,0.981303,0.433562,0.195426
3,4,0.617243,0.873953,0.388959,0.128389
4,4,0.639432,0.812382,0.362947,0.090421
5,1,0.651944,0.775577,0.346828,0.067034
6,1,0.659527,0.744838,0.333468,0.049925
7,0,0.664761,0.729972,0.327010,0.037850
8,1,0.668417,0.718975,0.322397,0.028862
9,1,0.670798,0.710397,0.318710,0.023275
10,0,0.672684,0.703106,0.315669,0.017520
11,0,0.673961,0.697789,0.313341,0.013605
12,0,0.674906,0.695815,0.312478,0.010920
