step,moves,tau,entropy,gini,drift
1,335,0.152209,0.930517,0.413142,0.316144
2,104,0.327594,0.728009,0.327908,0.221321
3,26,0.457858,0.603007,0.273505,0.149622
4,2,0.527903,0.533070,0.243959,0.109625
5,1,0.566960,0.491703,0.226068,0.085791
6,1,0.594524,0.473657,0.218357,0.066040
7,0,0.612894,0.456794,0.210709,0.053776
8,0,0.625928,0.445354,0.205320,0.047475
9,0,0.636479,0.439976,0.202799,0.035321
10,0,0.644649,0.431989,0.198977,0.031178
11,1,0.650333,0.418496,0.193929,0.024456
12,0,0.655396,0.407981,0.189318,0.023895
13,0,0.659094,0.403235,0.186791,0.019762
14,0,0.662353,0.395347,0.183132,0.015728
15,1,0.664776,0.392551,0.181883,0.014019
16,0,0.666538,0.381579,0.177142,0.016047
