step,moves,tau,entropy,gini,drift
1,622,0.358180,1.089401,0.476106,0.323930
2,31,0.503777,0.892930,0.396690,0.204362
3,5,0.572242,0.750593,0.336605,0.135089
4,4,0.607118,0.671666,0.303030,0.095465
5,1,0.626746,0.628895,0.284243,0.068454
6,0,0.638525,0.605712,0.274137,0.051413
7,2,0.646195,0.590697,0.267469,0.039254
8,0,0.651403,0.580302,0.262790,0.032043
9,0,0.655216,0.571428,0.258790,0.026004
10,0,0.658242,0.563879,0.255461,0.021484
11,0,0.660595,0.558326,0.252958,0.017616
12,0,0.662387,0.552110,0.250422,0.015272
