step,moves,tau,entropy,gini,drift
1,4891,0.146168,0.912900,0.405344,0.314215
2,2160,0.328466,0.630136,0.285149,0.236588
3,601,0.460733,0.495587,0.225737,0.160297
4,124,0.535084,0.438675,0.201287,0.114357
5,41,0.575112,0.410867,0.189180,0.089795
6,16,0.602888,0.392386,0.181009,0.070109
7,6,0.623258,0.376677,0.174092,0.054613
8,5,0.637340,0.364423,0.168555,0.044576
9,5,0.647695,0.353454,0.163737,0.036897
10,0,0.655536,0.344237,0.159637,0.030646
11,1,0.661600,0.335757,0.155822,0.025554
12,0,0.666277,0.329788,0.153166,0.022291
