step,moves,tau,entropy,gini,drift
1,4808,0.150841,0.910834,0.405051,0.314111
2,2026,0.331946,0.636654,0.288020,0.234985
3,543,0.463022,0.497240,0.226855,0.160050
4,132,0.537281,0.437381,0.200822,0.113558
5,39,0.577488,0.410900,0.189178,0.089008
6,13,0.605037,0.389153,0.179623,0.068273
7,8,0.624677,0.371443,0.171646,0.054555
8,5,0.638547,0.358611,0.166139,0.043591
9,6,0.648485,0.348264,0.161388,0.035614
10,4,0.656180,0.339774,0.157648,0.029902
11,2,0.661886,0.332952,0.154435,0.024948
12,6,0.666265,0.327611,0.151924,0.021395
