step,moves,tau,entropy,gini,drift
1,2713,0.132311,0.829557,0.372727,0.269904
2,1671,0.323256,0.522948,0.239597,0.216632
3,694,0.451059,0.392294,0.180113,0.158232
4,254,0.531471,0.325284,0.149828,0.117062
5,153,0.570237,0.295576,0.136401,0.096979
6,111,0.598602,0.274394,0.126975,0.077943
7,103,0.620499,0.262415,0.121348,0.066277
8,99,0.638350,0.250119,0.115785,0.057804
9,89,0.653940,0.238967,0.110585,0.051299
10,89,0.667239,0.226735,0.105027,0.045739
11,78,0.680277,0.218154,0.101077,0.038275
12,72,0.690837,0.210825,0.097845,0.029767
13,75,0.697740,0.205750,0.095479,0.025471
14,78,0.702597,0.199382,0.092684,0.023372
15,76,0.706209,0.195063,0.090525,0.022324
16,75,0.708981,0.188126,0.087456,0.021236
