step,moves,tau,entropy,gini,drift
1,545,0.358620,1.104311,0.482098,0.324560
2,36,0.502502,0.928436,0.411424,0.202660
3,2,0.569854,0.801703,0.358360,0.136938
4,1,0.605331,0.732537,0.328527,0.094154
5,0,0.625505,0.689184,0.309850,0.068825
6,2,0.637482,0.660328,0.297732,0.051670
7,0,0.645304,0.641306,0.289624,0.040613
8,1,0.650864,0.626972,0.283481,0.032703
9,0,0.655109,0.619843,0.280269,0.025570
10,1,0.658149,0.613975,0.277605,0.021406
11,0,0.660474,0.609774,0.275835,0.016848
12,0,0.662190,0.604568,0.273601,0.014637
