step,moves,tau,entropy,gini,drift
1,6,0.375047,1.078753,0.471002,0.289101
2,3,0.519699,0.869127,0.386746,0.196442
3,0,0.581667,0.705459,0.317896,0.131500
4,0,0.616232,0.661430,0.298004,0.093015
5,0,0.634552,0.620408,0.280394,0.071904
6,0,0.648048,0.592492,0.267996,0.059580
7,0,0.656507,0.575921,0.261243,0.042834
8,0,0.662191,0.559536,0.254596,0.032142
9,0,0.665943,0.554681,0.252185,0.027262
10,0,0.668878,0.539999,0.246115,0.023034
11,0,0.672107,0.529122,0.240472,0.015292
12,0,0.673900,0.522413,0.236762,0.011913
13,0,0.675156,0.520453,0.235596,0.012591
14,0,0.676369,0.520453,0.235596,0.011586
15,0,0.677027,0.504008,0.229960,0.013466
16,0,0.678434,0.496486,0.226926,0.011863
