step,moves,tau,entropy,gini,drift
1,1727,0.138375,0.820035,0.368364,0.270607
2,1011,0.330584,0.517242,0.237002,0.215844
3,373,0.456034,0.401384,0.184226,0.155371
4,135,0.531720,0.342201,0.157412,0.115313
5,82,0.570759,0.313882,0.144760,0.091989
6,56,0.596945,0.291326,0.134320,0.074160
7,49,0.617132,0.277442,0.128065,0.062588
8,55,0.634013,0.259801,0.120047,0.056574
9,51,0.648660,0.247959,0.114731,0.051061
10,45,0.662102,0.236727,0.109492,0.044418
11,44,0.673913,0.225761,0.104660,0.038552
12,45,0.684757,0.214657,0.099292,0.032121
13,49,0.693422,0.202452,0.093868,0.027939
14,47,0.699136,0.192942,0.089672,0.025480
15,49,0.703636,0.185439,0.086178,0.025447
16,45,0.707626,0.178915,0.083123,0.023567
