step,moves,tau,entropy,gini,drift
1,843,0.376490,1.037208,0.457162,0.350808
2,190,0.506426,0.787957,0.356612,0.213075
3,100,0.560548,0.592141,0.270802,0.157026
4,94,0.594465,0.482051,0.221421,0.106949
5,81,0.616830,0.430155,0.198134,0.074919
6,82,0.631108,0.392736,0.181383,0.058914
7,64,0.641390,0.367237,0.169969,0.047436
8,63,0.649213,0.349618,0.161896,0.040792
9,64,0.655655,0.333741,0.154786,0.036488
10,70,0.661482,0.316853,0.146886,0.033715
11,53,0.666981,0.303823,0.140882,0.030090
12,44,0.671888,0.293008,0.136001,0.027276
