step,moves,tau,entropy,gini,drift
1,911,0.274524,0.972253,0.430105,0.362572
2,272,0.443102,0.699601,0.316160,0.232212
3,63,0.529057,0.535014,0.244279,0.148541
4,40,0.581206,0.449089,0.206059,0.094533
5,32,0.606688,0.406675,0.187048,0.066446
6,36,0.621935,0.379274,0.174986,0.053109
7,29,0.634088,0.359559,0.166011,0.044020
8,20,0.642467,0.345091,0.159410,0.038080
9,27,0.648855,0.331381,0.153132,0.034556
10,18,0.654610,0.314392,0.145453,0.034166
11,24,0.660675,0.298721,0.138245,0.033024
12,16,0.665289,0.284441,0.131709,0.033623
13,21,0.670367,0.271692,0.125941,0.034001
14,21,0.675115,0.261297,0.121179,0.032506
15,26,0.679556,0.250500,0.116265,0.032127
16,18,0.683201,0.242798,0.112701,0.031634
