step,moves,tau,entropy,gini,drift
1,756,0.153192,0.930468,0.412070,0.309453
2,255,0.330830,0.686345,0.309162,0.225336
3,55,0.458262,0.561612,0.255324,0.150332
4,5,0.525654,0.508066,0.232347,0.107362
5,3,0.565226,0.479526,0.220125,0.085382
6,0,0.590674,0.456673,0.210257,0.066115
7,2,0.609625,0.438634,0.202453,0.053809
8,1,0.623375,0.426930,0.197189,0.042440
9,0,0.633347,0.420285,0.194162,0.036823
10,1,0.641296,0.414188,0.191212,0.029787
11,0,0.647326,0.407911,0.188559,0.026721
12,0,0.651901,0.402069,0.185960,0.022890
13,0,0.655843,0.397790,0.183902,0.019803
14,0,0.659023,0.394072,0.182258,0.017112
15,0,0.661717,0.391338,0.181110,0.015336
16,0,0.664146,0.391296,0.181081,0.012845
