step,moves,tau,entropy,gini,drift
1,1450,0.150362,0.936880,0.415362,0.309277
2,607,0.324419,0.677689,0.305544,0.235418
3,133,0.455720,0.551632,0.250387,0.156241
4,18,0.529356,0.499033,0.227784,0.109640
5,4,0.567593,0.464262,0.212676,0.089032
6,1,0.595812,0.439633,0.202043,0.067945
7,2,0.615747,0.414493,0.190823,0.053516
8,0,0.630001,0.397312,0.183268,0.043431
9,0,0.640359,0.387213,0.178788,0.037234
10,2,0.647884,0.377239,0.174227,0.031127
11,0,0.654017,0.368981,0.170726,0.026541
12,1,0.658966,0.364883,0.168788,0.022685
13,0,0.663023,0.357971,0.165515,0.018270
14,1,0.666146,0.354186,0.163895,0.017506
15,1,0.668666,0.350994,0.162478,0.015023
16,0,0.671080,0.345391,0.159970,0.014136
