step,moves,tau,entropy,gini,drift
1,166,0.382204,1.036774,0.458125,0.335341
2,32,0.506488,0.812846,0.368774,0.205305
3,25,0.557021,0.627538,0.287807,0.154968
4,24,0.589066,0.532533,0.245381,0.106371
5,14,0.609889,0.469624,0.216546,0.074831
6,12,0.623714,0.440556,0.203577,0.056520
7,11,0.632525,0.413373,0.191564,0.044806
8,15,0.639326,0.393655,0.182417,0.039478
9,12,0.645655,0.371939,0.172518,0.032984
10,6,0.650531,0.360212,0.167314,0.027078
11,8,0.654367,0.352615,0.163841,0.024878
12,5,0.658177,0.343611,0.159730,0.022595
13,6,0.661872,0.332087,0.154535,0.021974
14,6,0.665551,0.319298,0.148634,0.019944
15,14,0.668974,0.305237,0.142143,0.021290
16,10,0.672321,0.295080,0.137555,0.020856
