step,moves,tau,entropy,gini,drift
1,190,0.378509,1.068711,0.471005,0.342421
2,30,0.502425,0.834493,0.377468,0.207438
3,18,0.555923,0.641431,0.293751,0.157431
4,16,0.590064,0.534262,0.245475,0.108020
5,22,0.610166,0.472195,0.217151,0.076725
6,18,0.624330,0.423816,0.195054,0.061358
7,11,0.635533,0.391082,0.180280,0.048898
8,7,0.643376,0.366681,0.169245,0.039741
9,12,0.650256,0.343818,0.158781,0.037644
10,9,0.656414,0.327276,0.151192,0.033842
11,11,0.661622,0.313455,0.145266,0.029100
12,12,0.666774,0.300825,0.139583,0.027245
13,8,0.670837,0.289503,0.134451,0.025785
14,13,0.674924,0.275025,0.128075,0.027074
15,8,0.678708,0.265917,0.123975,0.026133
16,6,0.682994,0.259153,0.120806,0.022721
