step,moves,tau,entropy,gini,drift
1,459,0.277435,0.986678,0.436972,0.354088
2,119,0.443033,0.734716,0.332204,0.224979
3,43,0.524905,0.555027,0.253671,0.153213
4,18,0.579236,0.465964,0.214703,0.098109
5,20,0.605635,0.415761,0.192377,0.073724
6,13,0.623451,0.384796,0.177880,0.054511
7,10,0.634144,0.363588,0.168261,0.042164
8,14,0.641679,0.353082,0.163618,0.037821
9,11,0.648227,0.343106,0.158827,0.032775
10,9,0.652734,0.333547,0.154429,0.030547
11,10,0.658074,0.317265,0.147067,0.028779
12,8,0.661976,0.309656,0.143590,0.028270
13,8,0.665493,0.300075,0.139130,0.026385
14,6,0.669057,0.291981,0.135410,0.024890
15,8,0.672300,0.284781,0.132319,0.024012
16,3,0.675626,0.278749,0.129461,0.024128
