step,moves,tau,entropy,gini,drift
1,2717,0.131879,0.838865,0.377220,0.269594
2,1689,0.320131,0.528878,0.242686,0.219063
3,635,0.447456,0.409539,0.187963,0.157268
4,220,0.527224,0.347882,0.160433,0.114026
5,120,0.565584,0.314645,0.145334,0.093925
6,89,0.593093,0.295331,0.136500,0.075000
7,76,0.614591,0.279359,0.129280,0.063471
8,69,0.631208,0.266186,0.123211,0.055483
9,58,0.645655,0.255416,0.118196,0.049207
10,64,0.658490,0.244771,0.113288,0.043535
11,67,0.669660,0.234306,0.108548,0.039169
12,55,0.681206,0.224191,0.104024,0.032962
13,68,0.690205,0.215924,0.100255,0.027657
14,54,0.696427,0.206668,0.096046,0.024168
15,49,0.701146,0.200956,0.093448,0.022025
16,50,0.704693,0.196390,0.091330,0.020642
