step,moves,tau,entropy,gini,drift
1,3910,0.132114,0.821151,0.369627,0.270080
2,2543,0.328754,0.492950,0.226011,0.218841
3,964,0.459534,0.373570,0.171640,0.155839
4,347,0.535897,0.314182,0.144965,0.117636
5,209,0.574147,0.289058,0.133615,0.096272
6,169,0.601191,0.271209,0.125587,0.076910
7,136,0.621972,0.258378,0.119693,0.065160
8,126,0.639805,0.247736,0.114837,0.057089
9,114,0.655426,0.235446,0.109351,0.051007
10,104,0.669567,0.226543,0.105286,0.042890
11,102,0.682048,0.217839,0.101285,0.035374
12,100,0.691728,0.209976,0.097565,0.028261
