step,moves,tau,entropy,gini,drift
1,43,0.482913,1.133701,0.493966,0.303091
2,10,0.578499,0.969620,0.429469,0.193838
3,2,0.619028,0.863742,0.385512,0.126075
4,0,0.641261,0.800103,0.358371,0.089633
5,1,0.653153,0.764416,0.342915,0.064145
6,0,0.660153,0.744004,0.333882,0.046620
7,0,0.664941,0.728865,0.327190,0.036303
8,1,0.667888,0.717257,0.322242,0.028455
9,0,0.670406,0.709792,0.318845,0.022290
10,0,0.672103,0.705652,0.316714,0.017970
11,1,0.673369,0.698095,0.313580,0.015688
12,0,0.674507,0.694683,0.311987,0.012414
13,1,0.675296,0.690948,0.310436,0.010953
14,0,0.675981,0.687593,0.309131,0.008885
15,0,0.676576,0.685755,0.308278,0.007539
16,0,0.677053,0.681336,0.306267,0.007116
