step,moves,tau,entropy,gini,drift
1,4811,0.149118,0.902213,0.400680,0.315372
2,2117,0.332516,0.617953,0.279967,0.236068
3,572,0.464115,0.478553,0.218564,0.158720
4,145,0.538829,0.423250,0.194631,0.113226
5,56,0.577707,0.398662,0.183873,0.090333
6,25,0.605767,0.376489,0.174090,0.068240
7,17,0.625130,0.360222,0.166758,0.054385
8,11,0.639306,0.346131,0.160364,0.043915
9,14,0.649802,0.337856,0.156629,0.036376
10,9,0.657240,0.331227,0.153448,0.030481
11,13,0.663019,0.323507,0.149912,0.025393
12,10,0.667692,0.318792,0.147713,0.021267
