step,moves,tau,entropy,gini,drift
1,774,0.154043,0.923370,0.410121,0.308695
2,285,0.331145,0.679962,0.307355,0.230790
3,73,0.462030,0.564495,0.257170,0.152904
4,11,0.532700,0.507883,0.232672,0.111154
5,0,0.574258,0.476947,0.219461,0.088969
6,0,0.602285,0.447176,0.206360,0.067229
7,3,0.620712,0.424817,0.196208,0.054463
8,0,0.635770,0.404203,0.187150,0.043887
9,1,0.645398,0.387792,0.179897,0.037975
10,0,0.652905,0.377312,0.175372,0.029834
11,0,0.658525,0.367101,0.170753,0.025906
12,0,0.663259,0.361085,0.168058,0.021714
13,1,0.666721,0.356300,0.165815,0.019191
14,0,0.669803,0.352170,0.163995,0.017035
15,0,0.672202,0.351662,0.163789,0.014808
16,0,0.674060,0.343655,0.160071,0.013614
