step,moves,tau,entropy,gini,drift
1,17,0.377296,1.048887,0.463840,0.329254
2,4,0.507153,0.811759,0.369044,0.216907
3,2,0.557332,0.631183,0.290948,0.156603
4,2,0.594286,0.479843,0.220657,0.109891
5,2,0.620618,0.438043,0.202342,0.077631
6,1,0.636255,0.398841,0.184010,0.055757
7,1,0.645376,0.373753,0.172010,0.045062
8,0,0.652099,0.354984,0.163042,0.036403
9,3,0.656359,0.327082,0.150779,0.046033
10,1,0.663777,0.313407,0.145907,0.035806
11,0,0.666290,0.307968,0.143385,0.026837
12,0,0.669685,0.307406,0.143260,0.019935
13,1,0.672227,0.290977,0.135987,0.018450
14,0,0.673724,0.279926,0.130719,0.021540
15,0,0.676341,0.273071,0.127687,0.022175
16,1,0.679902,0.267748,0.125167,0.016117
