step,moves,tau,entropy,gini,drift
1,8,0.373495,1.118073,0.492040,0.299237
2,1,0.506910,0.988755,0.441065,0.205743
3,0,0.573288,0.833197,0.374621,0.135483
4,0,0.609203,0.735805,0.328841,0.102325
5,0,0.628221,0.682401,0.306282,0.072805
6,0,0.642727,0.634242,0.285675,0.060371
7,0,0.651806,0.615069,0.278014,0.047449
8,0,0.659456,0.595865,0.271049,0.040950
9,0,0.665539,0.592063,0.269260,0.027024
10,1,0.668766,0.586198,0.265841,0.022227
11,0,0.670793,0.585877,0.265809,0.017981
12,0,0.672634,0.582799,0.265061,0.014349
13,0,0.673759,0.585999,0.266798,0.010146
14,0,0.674717,0.577470,0.263141,0.008961
15,0,0.675258,0.577470,0.263141,0.007385
16,0,0.676792,0.575483,0.262307,0.009060
