step,moves,tau,entropy,gini,drift
1,1,0.496289,1.142132,0.502217,0.297350
2,1,0.600652,0.984793,0.439745,0.187149
3,0,0.634606,0.888630,0.398485,0.126782
4,0,0.655096,0.810979,0.364862,0.089972
5,0,0.664979,0.783897,0.351394,0.059904
6,0,0.671133,0.751178,0.337719,0.041736
7,0,0.675791,0.739992,0.333870,0.030727
8,0,0.678005,0.733640,0.331145,0.024704
9,0,0.679614,0.730843,0.329854,0.020513
10,0,0.681388,0.730742,0.329779,0.014374
11,0,0.682535,0.731189,0.329512,0.013740
12,0,0.683284,0.730261,0.329388,0.007334
13,0,0.683744,0.731063,0.329511,0.005502
14,0,0.684102,0.732487,0.329964,0.002885
15,0,0.684139,0.730372,0.329321,0.003912
16,0,0.684214,0.730372,0.329321,0.002272
