step,moves,tau,entropy,gini,drift
1,3503,0.149945,0.915414,0.405694,0.314477
2,1525,0.328478,0.635801,0.287709,0.236338
3,383,0.459963,0.509453,0.232391,0.159202
4,86,0.534478,0.451085,0.207180,0.111932
5,22,0.574031,0.424495,0.195505,0.089329
6,10,0.602355,0.405648,0.187283,0.068036
7,4,0.621645,0.387220,0.179018,0.054552
8,2,0.635431,0.372263,0.172169,0.045098
9,5,0.646022,0.360718,0.166979,0.035667
10,3,0.653718,0.352019,0.163142,0.030361
11,0,0.659613,0.345924,0.160418,0.025835
12,3,0.664358,0.340319,0.157836,0.021787
