step,moves,tau,entropy,gini,drift
1,1591,0.250000,1.071601,0.472972,0.000000
2,1534,0.400000,0.730912,0.332411,0.000000
3,1558,0.600000,0.506529,0.227431,0.000000
4,1576,0.750000,0.596611,0.259152,0.000000
5,1686,0.714286,0.506355,0.221574,0.000000
6,1623,0.750000,0.494325,0.216628,0.000000
7,1581,0.750000,0.447000,0.196058,0.000000
8,1590,0.800000,0.467516,0.204079,0.000000
9,1667,0.800000,0.465559,0.203072,0.000000
10,1686,0.800000,0.452682,0.198210,0.000000
11,1694,0.800000,0.436694,0.191265,0.000000
12,1623,0.800000,0.422120,0.184528,0.000000
13,1713,0.833333,0.465786,0.203302,0.000000
14,1606,0.750000,0.369031,0.162127,0.000000
15,1690,0.857143,0.469006,0.204002,0.000000
16,1641,0.750000,0.361634,0.159932,0.000000
