step,moves,tau,entropy,gini,drift
1,2361,0.149035,0.922525,0.408794,0.312993
2,1003,0.326087,0.658851,0.298299,0.236184
3,248,0.459461,0.525789,0.239963,0.158922
4,64,0.532888,0.465478,0.213959,0.112914
5,18,0.573061,0.435233,0.200801,0.090308
6,6,0.601278,0.415909,0.192331,0.069029
7,1,0.621631,0.398163,0.184410,0.055145
8,2,0.635795,0.383974,0.178126,0.044293
9,1,0.646380,0.371373,0.172336,0.036003
10,1,0.653778,0.364323,0.169169,0.030412
11,3,0.659769,0.357255,0.165863,0.026004
12,2,0.664573,0.350772,0.162896,0.022047
13,0,0.668344,0.346880,0.161215,0.018726
14,1,0.671258,0.344062,0.159986,0.016866
15,1,0.673813,0.340392,0.158362,0.014782
16,1,0.676036,0.337623,0.157126,0.013100
