step,moves,tau,entropy,gini,drift
1,894,0.271130,0.977036,0.431079,0.361321
2,276,0.438322,0.718359,0.323669,0.231462
3,92,0.522225,0.524877,0.239979,0.154684
4,44,0.574833,0.446908,0.205490,0.095826
5,27,0.602873,0.412538,0.189959,0.066690
6,32,0.618721,0.388552,0.179241,0.052952
7,32,0.629410,0.364278,0.168290,0.045473
8,30,0.638528,0.343865,0.159171,0.040980
9,18,0.646334,0.332892,0.154406,0.036172
10,20,0.652950,0.318440,0.147897,0.034273
11,16,0.658388,0.311431,0.144565,0.029426
12,18,0.662448,0.299561,0.139208,0.030096
13,12,0.666659,0.291246,0.135296,0.028417
14,11,0.670717,0.283123,0.131478,0.027874
15,15,0.674466,0.275028,0.127972,0.026504
16,16,0.677876,0.265312,0.123456,0.025943
