step,moves,tau,entropy,gini,drift
1,107,0.365130,1.110558,0.486565,0.309326
2,5,0.503643,0.942639,0.418927,0.205208
3,3,0.569998,0.816689,0.366030,0.136560
4,0,0.606070,0.750540,0.338289,0.095063
5,0,0.625230,0.711200,0.321555,0.070316
6,0,0.636796,0.677378,0.306626,0.053010
7,0,0.645290,0.660076,0.298908,0.040694
8,0,0.650686,0.647779,0.293759,0.033969
9,0,0.655070,0.635716,0.288309,0.025861
10,0,0.658261,0.629288,0.285368,0.020816
11,0,0.660603,0.617671,0.280100,0.018125
12,0,0.662484,0.610331,0.276619,0.015499
13,0,0.664212,0.605488,0.274245,0.012538
14,0,0.665397,0.603357,0.273241,0.011202
15,0,0.666447,0.600613,0.272003,0.008969
16,0,0.667247,0.597351,0.270622,0.008421
