step,moves,tau,entropy,gini,drift
1,20,0.489779,1.136372,0.496572,0.297336
2,8,0.579908,0.976614,0.432739,0.192688
3,1,0.620154,0.881499,0.392956,0.127964
4,1,0.641700,0.808952,0.362132,0.090923
5,0,0.654660,0.761849,0.341851,0.065633
6,0,0.661955,0.743007,0.333641,0.047979
7,0,0.666513,0.729185,0.327680,0.035371
8,0,0.669700,0.719580,0.323547,0.026584
9,0,0.672031,0.705220,0.317449,0.022135
10,0,0.673809,0.703021,0.316387,0.016565
11,0,0.674886,0.698618,0.314743,0.013886
12,0,0.675750,0.693805,0.312433,0.012485
13,0,0.676638,0.687981,0.309861,0.011533
14,0,0.677248,0.685828,0.308891,0.008808
15,0,0.677870,0.685386,0.308689,0.005898
16,0,0.678264,0.682961,0.307807,0.004950
