step,moves,tau,entropy,gini,drift
1,84,0.151105,0.906191,0.406554,0.261939
2,42,0.314837,0.692645,0.316343,0.201462
3,13,0.431158,0.543435,0.248520,0.153428
4,6,0.510166,0.468077,0.217117,0.115580
5,5,0.552436,0.425507,0.195498,0.091880
6,4,0.579799,0.395412,0.182855,0.072492
7,4,0.603231,0.368064,0.169918,0.062144
8,7,0.616473,0.343268,0.159299,0.052635
9,3,0.628921,0.333277,0.154740,0.048696
10,5,0.642008,0.313077,0.146014,0.041656
11,3,0.650504,0.307820,0.142735,0.036651
12,4,0.656870,0.295674,0.137798,0.032494
13,3,0.662874,0.301069,0.139637,0.027757
14,4,0.669426,0.294027,0.136837,0.024523
15,3,0.673384,0.297394,0.137432,0.020116
16,5,0.676941,0.282762,0.131768,0.018755
