step,moves,tau,entropy,gini,drift
1,1465,0.147600,0.932568,0.412105,0.312542
2,567,0.324350,0.674547,0.304111,0.230130
3,135,0.455284,0.535999,0.243765,0.155610
4,38,0.526558,0.478443,0.219489,0.110580
5,10,0.568308,0.451269,0.207520,0.087366
6,4,0.594772,0.431611,0.198920,0.069273
7,0,0.614760,0.417047,0.192543,0.054197
8,0,0.628443,0.399351,0.184572,0.044227
9,0,0.638803,0.388456,0.179560,0.036025
10,1,0.646472,0.380867,0.176283,0.030742
11,0,0.652587,0.372574,0.172584,0.026068
12,2,0.657525,0.367806,0.170468,0.022679
13,1,0.661388,0.362818,0.168227,0.019244
14,0,0.664640,0.361362,0.167574,0.017220
15,3,0.667186,0.359189,0.166443,0.015342
16,2,0.669501,0.353600,0.163923,0.013648
