step,moves,tau,entropy,gini,drift
1,0,0.497385,1.059221,0.462184,0.271078
2,1,0.592691,0.876862,0.389781,0.189571
3,0,0.632794,0.746845,0.335566,0.131096
4,0,0.654827,0.703003,0.316477,0.086812
5,0,0.668225,0.650168,0.294023,0.061976
6,0,0.673628,0.630450,0.285844,0.042345
7,0,0.678057,0.611463,0.277989,0.034174
8,0,0.680972,0.599087,0.272708,0.026966
9,0,0.682691,0.594557,0.270867,0.020471
10,0,0.683771,0.594089,0.270354,0.015476
11,0,0.684976,0.592237,0.269670,0.015297
12,0,0.686565,0.583186,0.265449,0.018254
13,0,0.687995,0.583274,0.265588,0.009324
14,0,0.688675,0.584158,0.266125,0.006295
15,0,0.689024,0.584158,0.266125,0.003967
16,0,0.689191,0.584494,0.266381,0.002173
