step,moves,tau,entropy,gini,drift
1,111,0.482341,1.145995,0.498245,0.303938
2,10,0.578110,0.979412,0.432385,0.193172
3,2,0.619041,0.878264,0.390661,0.127921
4,1,0.641049,0.820742,0.366402,0.089466
5,1,0.653175,0.783386,0.350264,0.065385
6,2,0.660897,0.760294,0.340380,0.047566
7,1,0.665915,0.744155,0.333476,0.036381
8,0,0.669180,0.733060,0.328739,0.028437
9,0,0.671487,0.723755,0.324675,0.021999
10,1,0.673210,0.716507,0.321570,0.018905
11,1,0.674661,0.710700,0.318924,0.015356
12,0,0.675704,0.706764,0.317243,0.012330
