step,moves,tau,entropy,gini,drift
1,349,0.375502,1.062959,0.467853,0.347172
2,62,0.502232,0.823348,0.372670,0.210470
3,33,0.553517,0.654740,0.298964,0.151663
4,34,0.585124,0.538251,0.246962,0.108230
5,36,0.607122,0.475045,0.218534,0.077190
6,33,0.621637,0.437731,0.201643,0.059819
7,22,0.631960,0.409956,0.189077,0.049051
8,28,0.640463,0.386589,0.178526,0.043771
9,18,0.647727,0.363669,0.167965,0.038495
10,20,0.654529,0.338871,0.156874,0.037041
11,11,0.660845,0.323156,0.149952,0.031689
12,12,0.665935,0.309131,0.143480,0.028978
13,15,0.670600,0.293797,0.136524,0.028750
14,14,0.675127,0.281726,0.131210,0.026129
15,5,0.678451,0.272205,0.126788,0.023969
16,9,0.682034,0.264700,0.123288,0.022469
