step,moves,tau,entropy,gini,drift
1,37,0.482929,1.122082,0.489539,0.299581
2,11,0.579326,0.954243,0.423142,0.192726
3,4,0.618899,0.857400,0.383094,0.128190
4,5,0.640785,0.799754,0.358719,0.090561
5,0,0.652848,0.764775,0.343546,0.066232
6,1,0.660778,0.746218,0.335367,0.049533
7,0,0.666015,0.731764,0.328947,0.037197
8,0,0.669476,0.718524,0.322978,0.030103
9,0,0.671882,0.711202,0.319649,0.022545
10,0,0.673637,0.705996,0.317541,0.019212
11,0,0.675096,0.699405,0.314571,0.015909
12,0,0.676297,0.695021,0.312649,0.012635
13,0,0.677156,0.692080,0.311274,0.011098
14,0,0.677854,0.691341,0.310821,0.008740
15,0,0.678437,0.686788,0.308779,0.008018
16,0,0.678873,0.685047,0.308120,0.006714
