step,moves,tau,entropy,gini,drift
1,58,0.362180,1.092757,0.479387,0.312442
2,2,0.501147,0.928639,0.415119,0.202941
3,1,0.570587,0.798218,0.359067,0.138619
4,1,0.606419,0.709374,0.321580,0.095488
5,0,0.626594,0.662682,0.302130,0.069609
6,0,0.639130,0.632927,0.288514,0.055329
7,0,0.647437,0.624647,0.284688,0.040155
8,0,0.652774,0.610573,0.278060,0.031114
9,0,0.656366,0.601654,0.273615,0.024138
10,0,0.658894,0.585054,0.266494,0.021563
11,0,0.661475,0.575639,0.262508,0.016839
12,0,0.663570,0.571891,0.260726,0.014556
13,0,0.665071,0.567418,0.258924,0.013195
14,0,0.666380,0.564127,0.257585,0.011448
15,0,0.667575,0.562362,0.256941,0.008440
16,0,0.668330,0.562069,0.256871,0.007261
