step,moves,tau,entropy,gini,drift
1,3016,0.270569,0.969645,0.429432,0.369273
2,894,0.443030,0.707406,0.320484,0.235936
3,313,0.530200,0.530945,0.242880,0.153275
4,183,0.582833,0.444473,0.204240,0.097943
5,154,0.609672,0.399196,0.183779,0.070502
6,135,0.626088,0.370022,0.170849,0.056604
7,109,0.638139,0.349689,0.161659,0.046576
8,114,0.646586,0.335168,0.155225,0.040684
9,97,0.653094,0.319842,0.148333,0.037563
10,93,0.658911,0.306090,0.142070,0.035315
11,97,0.664111,0.291939,0.135646,0.034787
12,96,0.668934,0.277651,0.128997,0.035046
