step,moves,tau,entropy,gini,drift
1,1720,0.134739,0.844683,0.380624,0.271435
2,1060,0.320263,0.535616,0.246514,0.220872
3,388,0.447401,0.421458,0.194219,0.157686
4,140,0.524843,0.367535,0.169456,0.114702
5,100,0.564936,0.325705,0.150512,0.095164
6,69,0.592342,0.302373,0.139584,0.076868
7,64,0.613334,0.282307,0.130392,0.066192
8,58,0.631693,0.267454,0.123500,0.058536
9,58,0.647191,0.250462,0.115841,0.051334
10,50,0.660293,0.237930,0.110123,0.046568
11,55,0.672625,0.227396,0.105359,0.040995
12,45,0.684408,0.217579,0.100706,0.034036
13,44,0.693421,0.203638,0.094320,0.029120
14,46,0.699752,0.196073,0.090637,0.026608
15,35,0.704524,0.185329,0.085984,0.024632
16,32,0.708559,0.179559,0.083164,0.023284
