step,moves,tau,entropy,gini,drift
1,573,0.358850,1.092721,0.477927,0.324655
2,21,0.501781,0.910543,0.404574,0.202866
3,2,0.568954,0.781525,0.350812,0.134571
4,2,0.603679,0.707522,0.319451,0.094973
5,1,0.623195,0.660458,0.298960,0.068845
6,2,0.635429,0.635099,0.287983,0.052367
7,1,0.643379,0.619580,0.281239,0.041024
8,3,0.648904,0.603936,0.274558,0.032791
9,1,0.653225,0.594245,0.270344,0.027812
10,0,0.656530,0.585620,0.266433,0.022687
11,1,0.659162,0.578643,0.263162,0.018692
12,0,0.661106,0.573211,0.260905,0.016210
