step,moves,tau,entropy,gini,drift
1,91,0.362162,1.114280,0.485416,0.305700
2,10,0.501379,0.926111,0.409516,0.204560
3,0,0.567781,0.797454,0.355853,0.133778
4,0,0.602564,0.721144,0.323719,0.094652
5,1,0.621641,0.680709,0.305983,0.068981
6,0,0.633461,0.661640,0.297809,0.052457
7,0,0.641684,0.642324,0.289400,0.041938
8,0,0.647246,0.624110,0.281559,0.034184
9,0,0.651814,0.616521,0.278754,0.028133
10,0,0.654972,0.611215,0.276608,0.023448
11,0,0.657627,0.606015,0.274444,0.019044
12,0,0.660137,0.599176,0.271807,0.015969
13,0,0.661895,0.592504,0.269279,0.013753
14,0,0.663263,0.590887,0.268583,0.012089
15,0,0.664412,0.591268,0.268571,0.010383
16,0,0.665586,0.590096,0.268133,0.008786
