step,moves,tau,entropy,gini,drift
1,45,0.283243,1.022860,0.451843,0.330530
2,8,0.432275,0.806948,0.366785,0.203098
3,0,0.503054,0.679605,0.310605,0.145219
4,1,0.551165,0.569373,0.263112,0.094536
5,0,0.574854,0.527131,0.244429,0.066193
6,1,0.590302,0.510191,0.236547,0.045709
7,3,0.596217,0.481961,0.223490,0.039376
8,0,0.605317,0.477173,0.221009,0.031939
9,0,0.612255,0.475100,0.219796,0.024070
10,0,0.615351,0.469157,0.216919,0.019979
11,0,0.616972,0.469157,0.216919,0.013906
12,0,0.618151,0.464336,0.214832,0.013271
13,0,0.618284,0.455696,0.210643,0.009552
14,0,0.619896,0.448398,0.207358,0.009879
15,1,0.621430,0.442479,0.204480,0.012603
16,1,0.623473,0.437686,0.202312,0.013183
