step,moves,tau,entropy,gini,drift
1,805,0.359228,1.094654,0.478417,0.327641
2,41,0.503402,0.914276,0.405576,0.202433
3,8,0.571037,0.780188,0.348806,0.136901
4,4,0.606501,0.699654,0.314332,0.095762
5,1,0.626238,0.658030,0.296525,0.069358
6,2,0.638559,0.630199,0.284675,0.052292
7,3,0.646516,0.612930,0.277192,0.041364
8,2,0.652172,0.597853,0.270576,0.032771
9,1,0.656352,0.586894,0.265922,0.026506
10,0,0.659585,0.578846,0.262491,0.022041
11,3,0.661953,0.572673,0.259913,0.018385
12,0,0.663916,0.568465,0.257971,0.015363
