step,moves,tau,entropy,gini,drift
1,108,0.365368,1.104166,0.482138,0.308971
2,3,0.504067,0.928463,0.412078,0.200914
3,3,0.569307,0.789477,0.354340,0.138312
4,2,0.605307,0.720409,0.325426,0.095146
5,0,0.625264,0.674720,0.305796,0.067683
6,0,0.637121,0.652027,0.295843,0.050316
7,0,0.644735,0.638386,0.289723,0.038707
8,1,0.650067,0.628965,0.285728,0.033602
9,0,0.653848,0.615793,0.279907,0.026826
10,0,0.657014,0.607269,0.276441,0.022997
11,0,0.659640,0.602445,0.274588,0.020042
12,0,0.661877,0.598402,0.272750,0.015100
13,0,0.663219,0.595715,0.271771,0.012889
14,0,0.664454,0.593327,0.270754,0.010440
15,0,0.665466,0.592616,0.270499,0.009310
16,0,0.666496,0.591925,0.270210,0.008513
