step,moves,tau,entropy,gini,drift
1,2145,0.276370,0.966120,0.427412,0.364241
2,709,0.443634,0.698804,0.316148,0.239561
3,269,0.530080,0.515661,0.235997,0.155947
4,185,0.583802,0.426032,0.196116,0.100480
5,136,0.612030,0.385969,0.178024,0.072576
6,104,0.629819,0.358835,0.165662,0.055935
7,68,0.641427,0.337097,0.155875,0.045980
8,64,0.649938,0.319281,0.147857,0.041583
9,72,0.656952,0.303692,0.140764,0.038697
10,59,0.663099,0.289557,0.134363,0.037444
11,47,0.668698,0.279259,0.129768,0.035296
12,47,0.673568,0.268549,0.124882,0.033741
