step,moves,tau,entropy,gini,drift
1,467,0.280537,0.954965,0.423332,0.354429
2,124,0.449115,0.686395,0.312098,0.229319
3,31,0.534658,0.522780,0.239748,0.143404
4,14,0.585689,0.466225,0.214503,0.088795
5,9,0.606847,0.432738,0.199777,0.063855
6,6,0.619388,0.415827,0.192073,0.047679
7,14,0.628962,0.396370,0.183329,0.041557
8,12,0.636008,0.376778,0.174425,0.036037
9,10,0.642748,0.361062,0.167315,0.031122
10,7,0.647686,0.349826,0.162005,0.030106
11,4,0.651965,0.341691,0.158561,0.025715
12,10,0.655940,0.329295,0.152857,0.027982
13,7,0.659663,0.316154,0.146928,0.027387
14,6,0.664091,0.307538,0.143112,0.025974
15,8,0.667613,0.299322,0.139205,0.024829
16,12,0.670460,0.289455,0.134829,0.026061
