step,moves,tau,entropy,gini,drift
1,2721,0.134015,0.848631,0.381081,0.270479
2,1615,0.321971,0.542184,0.248361,0.218381
3,565,0.447960,0.431249,0.198165,0.157506
4,224,0.526054,0.373266,0.172145,0.114287
5,121,0.564692,0.344610,0.158968,0.091593
6,99,0.590587,0.321689,0.148878,0.074376
7,80,0.610911,0.306457,0.141794,0.062380
8,70,0.627256,0.294779,0.136572,0.053021
9,66,0.641212,0.284968,0.132046,0.045233
10,71,0.651794,0.274002,0.126968,0.040966
11,65,0.661445,0.262577,0.121738,0.036699
12,64,0.669775,0.254887,0.118213,0.032275
13,64,0.677793,0.243989,0.113281,0.028958
14,55,0.684863,0.239172,0.111075,0.024910
15,49,0.690646,0.232051,0.107732,0.020888
16,50,0.694954,0.226297,0.105134,0.019247
