step,moves,tau,entropy,gini,drift
1,4844,0.250000,1.080709,0.475418,0.000000
2,5339,0.428571,0.713015,0.323673,0.000000
3,5179,0.625000,0.580290,0.256655,0.000000
4,5001,0.714286,0.582957,0.253963,0.000000
5,5045,0.714286,0.533863,0.232877,0.000000
6,5246,0.750000,0.538325,0.234089,0.000000
7,4821,0.714286,0.429562,0.188268,0.000000
8,5180,0.833333,0.540051,0.234002,0.000000
9,4984,0.714286,0.407878,0.179152,0.000000
10,4989,0.833333,0.490540,0.212989,0.000000
11,4998,0.750000,0.404780,0.177454,0.000000
12,5010,0.833333,0.465899,0.202203,0.000000
