step,moves,tau,entropy,gini,drift
1,2349,0.149371,0.938571,0.415791,0.312004
2,1003,0.327097,0.663044,0.299340,0.235370
3,222,0.454884,0.526814,0.240161,0.158632
4,41,0.531763,0.470493,0.215885,0.112575
5,16,0.571806,0.439904,0.202536,0.088516
6,4,0.599317,0.417737,0.192801,0.067936
7,2,0.618461,0.400846,0.185219,0.054409
8,3,0.632622,0.387602,0.179399,0.044815
9,1,0.642946,0.374561,0.173482,0.035646
10,1,0.650932,0.366062,0.169538,0.031044
11,0,0.656982,0.358928,0.166389,0.025356
12,4,0.661806,0.353778,0.163948,0.022463
13,1,0.665791,0.349097,0.161864,0.018405
14,3,0.668604,0.344047,0.159668,0.016703
15,1,0.671347,0.338176,0.157228,0.014878
16,2,0.673516,0.335933,0.156288,0.013148
