step,moves,tau,entropy,gini,drift
1,15,0.491221,1.119722,0.489339,0.299710
2,4,0.584045,0.946924,0.420718,0.189107
3,1,0.625197,0.837920,0.374831,0.124015
4,0,0.645930,0.762579,0.342679,0.089997
5,0,0.658240,0.723770,0.326767,0.061378
6,0,0.665330,0.695581,0.314548,0.049528
7,1,0.670211,0.682144,0.308762,0.035362
8,0,0.673533,0.674542,0.305426,0.027731
9,0,0.675919,0.668470,0.303160,0.021556
10,0,0.677591,0.663257,0.300703,0.016059
11,0,0.678659,0.658243,0.298566,0.012724
12,0,0.679618,0.655525,0.297088,0.011342
13,0,0.680385,0.652366,0.295523,0.009776
14,0,0.680992,0.650364,0.294695,0.008430
15,0,0.681395,0.649303,0.294071,0.006356
16,0,0.681764,0.648059,0.293624,0.004887
