step,moves,tau,entropy,gini,drift
1,5366,0.129068,0.855155,0.383840,0.268592
2,3336,0.319147,0.545769,0.250784,0.218240
3,1346,0.444261,0.431686,0.198547,0.159807
4,523,0.524227,0.371924,0.171685,0.116199
5,294,0.563918,0.340756,0.157610,0.093887
6,194,0.589850,0.321771,0.148999,0.074102
7,156,0.610217,0.307762,0.142550,0.061543
8,142,0.625822,0.297719,0.137861,0.052383
9,129,0.638832,0.286884,0.132902,0.045002
10,127,0.649723,0.276983,0.128289,0.040426
11,125,0.659009,0.267575,0.124035,0.036535
12,122,0.667615,0.259989,0.120544,0.032383
