step,moves,tau,entropy,gini,drift
1,177,0.376344,1.065129,0.470157,0.335730
2,28,0.500747,0.832428,0.376552,0.210320
3,22,0.553680,0.658973,0.300361,0.152997
4,28,0.585561,0.532483,0.243653,0.115039
5,24,0.609353,0.443762,0.203632,0.085602
6,16,0.628025,0.398276,0.183585,0.064553
7,15,0.639836,0.366856,0.169569,0.052986
8,23,0.648857,0.337511,0.156501,0.045954
9,14,0.657520,0.316798,0.146533,0.040018
10,10,0.665452,0.301502,0.139321,0.034507
11,17,0.671190,0.287191,0.132760,0.034124
12,15,0.676081,0.271467,0.125680,0.031287
13,12,0.680532,0.261888,0.121291,0.028474
14,9,0.684339,0.250891,0.116205,0.025884
15,16,0.687504,0.237454,0.110137,0.029513
16,10,0.690631,0.230840,0.107192,0.027614
