step,moves,tau,entropy,gini,drift
1,961,0.134617,0.857494,0.384467,0.272416
2,598,0.313926,0.537433,0.246390,0.221558
3,246,0.447956,0.398451,0.182521,0.161484
4,85,0.527983,0.327786,0.150589,0.118004
5,51,0.569185,0.290857,0.134001,0.098609
6,40,0.597777,0.271651,0.125418,0.078306
7,35,0.620159,0.260490,0.120190,0.067919
8,38,0.639269,0.245572,0.113449,0.058867
9,28,0.655136,0.230676,0.106679,0.051920
10,27,0.669485,0.221801,0.102851,0.046334
11,25,0.683245,0.212936,0.098882,0.036261
12,23,0.693598,0.204860,0.095200,0.029646
13,22,0.699980,0.194915,0.090426,0.026057
14,20,0.704302,0.186748,0.086654,0.023781
15,21,0.707998,0.180298,0.083553,0.023066
16,19,0.711395,0.170782,0.079321,0.022578
