step,moves,tau,entropy,gini,drift
1,3893,0.132911,0.837119,0.375560,0.269412
2,2462,0.324304,0.531299,0.243900,0.216642
3,1022,0.447364,0.411729,0.189125,0.160036
4,423,0.526885,0.346525,0.159798,0.118441
5,229,0.566894,0.316574,0.146143,0.095871
6,147,0.593997,0.295473,0.136493,0.076177
7,137,0.615169,0.280241,0.129580,0.064243
8,115,0.632003,0.267940,0.123937,0.056038
9,123,0.646032,0.255636,0.118407,0.049421
10,105,0.658848,0.245815,0.113829,0.043631
11,104,0.669867,0.236883,0.109822,0.038291
12,105,0.680230,0.227893,0.105724,0.032743
