step,moves,tau,entropy,gini,drift
1,919,0.274812,0.992549,0.439553,0.361200
2,228,0.438979,0.746178,0.338103,0.230922
3,76,0.523430,0.576645,0.264311,0.153399
4,43,0.574536,0.488779,0.224693,0.097211
5,30,0.602198,0.436192,0.200775,0.070745
6,24,0.618698,0.406418,0.187741,0.052638
7,18,0.628868,0.384688,0.178059,0.043544
8,17,0.637080,0.365572,0.169643,0.037989
9,14,0.643508,0.352725,0.164150,0.032952
10,17,0.648997,0.338497,0.157677,0.030933
11,13,0.653894,0.328195,0.152864,0.028172
12,13,0.658177,0.320682,0.149562,0.025112
13,9,0.661760,0.310822,0.144985,0.024392
14,13,0.665535,0.304603,0.142100,0.024033
15,13,0.668815,0.296123,0.138055,0.023004
16,9,0.671675,0.288590,0.134565,0.022771
