step,moves,tau,entropy,gini,drift
1,50,0.159519,1.142515,0.501012,0.281433
2,6,0.308254,1.058365,0.468577,0.202140
3,1,0.423113,0.929815,0.413950,0.148482
4,0,0.495221,0.866032,0.387072,0.115394
5,0,0.541056,0.817311,0.364468,0.089071
6,0,0.571918,0.799355,0.355441,0.064830
7,0,0.589221,0.749141,0.335352,0.059748
8,0,0.602665,0.711159,0.319396,0.046529
9,0,0.614074,0.633332,0.287427,0.041875
10,0,0.621594,0.615956,0.278764,0.029887
11,0,0.629154,0.593214,0.271120,0.028375
12,0,0.634745,0.585133,0.268139,0.025135
13,0,0.638823,0.578209,0.265461,0.025947
14,0,0.644340,0.568356,0.261783,0.018678
15,0,0.648445,0.565374,0.259898,0.020411
16,0,0.651294,0.533977,0.247822,0.018820
