step,moves,tau,entropy,gini,drift
1,416,0.250000,1.031498,0.456551,0.000000
2,411,0.428571,0.653537,0.296834,0.000000
3,401,0.666667,0.521011,0.231640,0.000000
4,411,0.750000,0.583886,0.254841,0.000000
5,420,0.714286,0.487554,0.213397,0.000000
6,392,0.750000,0.429701,0.187765,0.000000
7,431,0.833333,0.533536,0.232512,0.000000
8,412,0.714286,0.383869,0.168356,0.000000
9,388,0.833333,0.438786,0.192671,0.000000
10,404,0.800000,0.426551,0.186645,0.000000
11,413,0.800000,0.465578,0.202778,0.000000
12,433,0.800000,0.447273,0.194863,0.000000
13,422,0.800000,0.465376,0.202278,0.000000
14,399,0.750000,0.371192,0.164249,0.000000
15,434,0.857143,0.452233,0.198266,0.000000
16,399,0.750000,0.317255,0.139211,0.000000
