step,moves,tau,entropy,gini,drift
1,191,0.275823,0.987639,0.436610,0.356273
2,51,0.438015,0.752218,0.340528,0.222658
3,13,0.521647,0.596140,0.272443,0.144196
4,9,0.565546,0.485005,0.222854,0.099283
5,7,0.596256,0.434785,0.199756,0.066348
6,3,0.614065,0.401404,0.184674,0.052444
7,5,0.626355,0.384584,0.177615,0.041362
8,3,0.634196,0.366735,0.169482,0.035536
9,2,0.640740,0.352445,0.163490,0.033627
10,4,0.646306,0.341294,0.158658,0.030585
11,3,0.650960,0.329679,0.153614,0.028606
12,3,0.654620,0.317186,0.147758,0.027532
13,0,0.657896,0.306599,0.143187,0.024671
14,0,0.661403,0.300079,0.140303,0.023577
15,4,0.665685,0.290499,0.135932,0.024366
16,2,0.668872,0.275504,0.129259,0.023390
