step,moves,tau,entropy,gini,drift
1,223,0.359029,1.098532,0.479710,0.319928
2,23,0.501700,0.925540,0.410356,0.202498
3,1,0.568842,0.795022,0.356426,0.138646
4,1,0.605588,0.717324,0.323123,0.096218
5,2,0.625367,0.679091,0.306744,0.068796
6,0,0.637824,0.652704,0.295467,0.052638
7,1,0.645441,0.631969,0.286580,0.041551
8,0,0.651043,0.621723,0.282116,0.031747
9,0,0.655047,0.612213,0.277843,0.025979
10,0,0.658333,0.601007,0.272992,0.022352
11,0,0.660567,0.597626,0.271261,0.018356
12,1,0.662490,0.592307,0.268843,0.015343
13,0,0.664181,0.587251,0.266606,0.013693
14,1,0.665454,0.583078,0.264773,0.011807
15,0,0.666579,0.579623,0.263238,0.011007
16,0,0.667661,0.576418,0.261883,0.010236
