step,moves,tau,entropy,gini,drift
1,779,0.149515,0.941759,0.418126,0.308157
2,290,0.323559,0.729743,0.327728,0.229074
3,53,0.449759,0.594953,0.269507,0.158487
4,8,0.524320,0.529127,0.241747,0.112188
5,1,0.565601,0.495853,0.227221,0.088627
6,0,0.593906,0.468731,0.215407,0.068514
7,1,0.613678,0.455295,0.209822,0.054029
8,3,0.627426,0.430158,0.198769,0.044754
9,0,0.637966,0.420420,0.194498,0.035517
10,0,0.646002,0.410977,0.190273,0.030497
11,0,0.651725,0.403573,0.187023,0.025761
12,0,0.656200,0.398966,0.185015,0.022025
13,0,0.659899,0.393347,0.182452,0.018937
14,0,0.663062,0.387676,0.179955,0.016206
15,0,0.665667,0.387095,0.179808,0.014496
16,0,0.667881,0.383574,0.178350,0.012940
