step,moves,tau,entropy,gini,drift
1,80,0.200000,1.152128,0.511044,0.000000
2,83,0.333333,0.910450,0.413643,0.000000
3,79,0.500000,0.638780,0.297660,0.000000
4,99,0.666667,0.636287,0.282158,0.000000
5,92,0.666667,0.552101,0.243391,0.000000
6,104,0.750000,0.602733,0.260843,0.000000
7,102,0.666667,0.485627,0.213815,0.000000
8,99,0.750000,0.522841,0.228558,0.000000
9,104,0.750000,0.537283,0.234862,0.000000
10,104,0.714286,0.485159,0.216662,0.000000
11,98,0.750000,0.498420,0.219751,0.000000
12,105,0.750000,0.487217,0.214050,0.000000
13,104,0.750000,0.482012,0.212564,0.000000
14,104,0.750000,0.462332,0.202527,0.000000
15,96,0.750000,0.413395,0.182389,0.000000
16,108,0.833333,0.525187,0.229353,0.000000
